# The File can contains any number of empty lines and
# or starting with hash negliged by script
# The First meaningful line must contain the colum names
# Fallowing rows are traited as record.
# Fields must be quoted by single quote if strings or plain in case of Numeric values

'filetype','description','nameregularexpression','headerseparation','"group"','invperiod','mngsngext','sngext','hdrext','dblext'
'S2_GIP_R2BINN', 'GIP_R2BINN Filetype', '^S2.*GIP_R2BINN.*$', 'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL', 'NULL'
'S2_GIP_R2CRCO', 'GIP_R2CRCO Filetype', '^S2.*GIP_R2CRCO.*$', 'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL', 'NULL'
'S2_GIP_G2PARA', 'GIP_G2PARA Filetype', '^S2.*GIP_G2PARA.*$', 'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL', 'NULL'
'S2_GIP_G2PARE', 'GIP_G2PARE Filetype', '^S2.*GIP_G2PARE.*$', 'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL', 'NULL'
'S2_GIP_EARMOD', 'GIP_EARMOD Filetype', '^S2.*GIP_EARMOD.*$', 'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL', 'NULL'
'S2_GIP_GEOPAR', 'GIP_GEOPAR Filetype', '^S2.*GIP_GEOPAR.*$', 'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL', 'NULL'
'S2_GIP_INTDET', 'GIP_INTDET Filetype', '^S2.*GIP_INTDET.*$', 'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL', 'NULL'
'S2_GIP_TILPAR', 'GIP_TILPAR Filetype', '^S2.*GIP_TILPAR.*$', 'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL', 'NULL'
'S2_GIP_RESPAR', 'GIP_RESPAR Filetype', '^S2.*GIP_RESPAR.*$', 'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL', 'NULL'
'S2_GIP_MASPAR', 'GIP_MASPAR Filetype', '^S2.*GIP_MASPAR.*$', 'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL', 'NULL'
'S2_GIP_JP2KPA', 'GIP_JP2KPA Filetype', '^S2.*GIP_JP2KPA.*$', 'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL', 'NULL'
'S2_GIP_ECMWFP', 'GIP_ECMWFP Filetype', '^S2.*GIP_ECMWFP.*$', 'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL', 'NULL'
'S2_GIP_DECOMP', 'GIP_DECOMP Filetype', '^S2.*GIP_DECOMP.*$', 'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL', 'NULL'
'S2_GIP_OLQCPA', 'GIP_OLQCPA Filetype', '^S2.*GIP_OLQCPA.*$', 'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL', 'NULL'
'S2_GIP_PROBAS', 'GIP_PROBAS Filetype', '^S2.*GIP_PROBAS.*$', 'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL', 'NULL'
'S2_GIP_CONVER', 'GIP_CONVER Filetype', '^S2.*GIP_CONVER.*$', 'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL', 'NULL'
'S2_GIP_R2EOB2', 'GIP_R2EOB2 Filetype', '^S2.*GIP_R2EOB2.*$', 'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL', 'NULL'
'S2_GIP_CLOPAR', 'GIP_CLOPAR Filetype', '^S2.*GIP_CLOPAR.*$', 'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL', 'NULL'
'S2_GIP_L2ACAC', 'GIP_L2ACAC Filetype', '^S2.*GIP_L2ACAC.*$', 'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL', 'NULL'
'S2_GIP_L2ACSC', 'GIP_L2ACSC Filetype', '^S2.*GIP_L2ACSC.*$', 'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL', 'NULL'
'S2_GIP_PROBA2', 'GIP_PROBA2 Filetype', '^S2.*GIP_PROBA2.*$', 'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL', 'NULL'
'S2_GIP_HRTPAR', 'GIP HRTPAR Filetype', '^S2.*GIP_HRTPAR.*$', 'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL', 'NULL'
'S2_AUX_ECMWFD', 'ECMWF weather forecast', '^S2_.*_AUX_ECMWFD_.*\.TGZ$', 'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL'
'S2_AUX_CAMSFO', 'CAMS forecast',          '^S2_.*_AUX_CAMSFO_.*\.TGZ$', 'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL'
'S2_AUX_UT1UTC', 'IERS Bulletin A',        '^S2_.*_AUX_UT1UTC_.*\.TGZ$', 'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL'
'S2_S2OPER_TLM',   'Telemetry Parameters',    '^S2[ABC_]_.*_TLM__REQ_[A|B|C|D|E|F]_[0-9]{8}T[0-9]{6}_[0-9]{8}T[0-9]{6}_[0-9]{4}\.[tT][gG][zZ]$', 'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL'
'S2_REP__CHF__',   'MCS TC History',          '^S2[ABC_]_.*_REP__CHF___[0-9]{8}T[0-9]{6}_[0-9]{8}T[0-9]{6}_[0-9]{4}\.[tT][gG][zZ]$',             'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL'
'S2_REP__FCHF__',  'Full TC History',         '^S2[ABC_]_.*_REP__FCHF__[0-9]{8}T[0-9]{6}_[0-9]{8}T[0-9]{6}_[0-9]{4}\.[tT][gG][zZ]$',             'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL'
'S2_REP__MCSF_',   'Manoeuvre Scale Factor',  '^S2[ABC_]_.*_REP__MCSF__[0-9]{8}T[0-9]{6}_[0-9]{8}T[0-9]{6}_[0-9]{4}\.[tT][gG][zZ]$',             'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL'
'S2_REP__MACP_',   'Manoeuvre Acc Profile',   '^S2[ABC_]_.*_REP__MACP__[0-9]{8}T[0-9]{6}_[0-9]{8}T[0-9]{6}_[0-9]{4}\.[tT][gG][zZ]$',             'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL'
'S2_REP__SMPR_',   'Summary SatMassProp',     '^S2[ABC_]_.*_REP__SMPR__[0-9]{8}T[0-9]{6}_[0-9]{8}T[0-9]{6}_[0-9]{4}\.[tT][gG][zZ]$',             'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL'
'S2_MPL__GTDEV',   'GroundTrack DEviation',   '^S2[ABC_]_.*_MPL__GTDEV_[0-9]{8}T[0-9]{6}_[0-9]{8}T[0-9]{6}_[0-9]{4}\.DBL',                       'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL'

######### Estensione EOF
'S2_S2REP_SUP',    'Unavailability Reports',  '^S2[ABC_]_.*_REP__SUP___[0-9]{8}T[0-9]{6}_[0-9]{8}T[0-9]{6}_[0-9]{4}\.EOF',                    'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL'
'S2_S2MPL_ORBPRE', 'FOS Predicted Orbit',     '^S2[ABC_]_.*_MPL_ORBPRE_[0-9]{8}T[0-9]{6}_[0-9]{8}T[0-9]{6}_[0-9]{4}\.EOF',                    'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL'
'S2_S2MPL_ORBRES', 'FOS Restitued Orbit',     '^S2[ABC_]_.*_MPL_ORBRES_[0-9]{8}T[0-9]{6}_[0-9]{8}T[0-9]{6}_[0-9]{4}\.EOF',                    'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL'
'S2_L_PREORB_X',   'LongTerm Orb Prediction', '^S2[ABC_]_.*_L_PREORB_X_[0-9]{8}T[0-9]{6}_[0-9]{8}T[0-9]{6}_[0-9]{4}\.EOF',                    'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL'
'S2_L_PREORB_O',   'LongTerm Orb Prediction', '^S2[ABC_]_.*_L_PREORB_O_[0-9]{8}T[0-9]{6}_[0-9]{8}T[0-9]{6}_[0-9]{4}\.[tT][gG][zZ]$',          'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL'
'S2_MPL_MANPRE',   'Manoeuvre Prediction',    '^S2[ABC_]_.*_MPL_MANPRE_[0-9]{8}T[0-9]{6}_[0-9]{8}T[0-9]{6}_[0-9]{4}\.DBL',                    'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL'

#New Files
'S2_AUX_PREORB', 'POD Predicted Orbit',      '^S2[ABC_]_(TEST|OPER|REP[1-9]|TD[0-9]{2})_AUX_PREORB_.{4}_[0-9]{8}T[0-9]{6}_V[0-9]{8}T[0-9]{6}_[0-9]{8}T[0-9]{6}\.EOF',    'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL'
'S2_AUX_RESORB', 'POD Restituted Orbit',     '^S2[ABC_]_(TEST|OPER|REP[1-9]|TD[0-9]{2})_AUX_RESORB_.{4}_[0-9]{8}T[0-9]{6}_V[0-9]{8}T[0-9]{6}_[0-9]{8}T[0-9]{6}\.EOF',    'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL'
'S2_AUX_GNSSRD', 'GNSSRD Pod files',         '^S2[ABC_]_(TEST|OPER|REP[1-9]|TD[0-9]{2})_AUX_GNSSRD_.{4}_[0-9]{8}T[0-9]{6}_V[0-9]{8}T[0-9]{6}_[0-9]{8}T[0-9]{6}.*\.TGZ$', 'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL'

#New Files 2
'S2_MP_TIMELINE',      'S2 MPL Timeline',        '^S1[ABC_]_(TEST|OPER|REP[1-9]|TD[0-9]{2})_MPL_TIMELINE_[0-9]{8}T[0-9]{6}_[0-9]{8}T[0-9]{6}\.[Tt][Gg][Zz]$', 'false', 'group0', 0, 'false', 'NULL', 'NULL', 'NULL'
